state,district,year,new_parties,new_parties_caste,new_parties_socialist,new_parties_communist,new_parties_secular,new_parties_nationalist,new_parties_economic,new_parties_liberal,new_parties_religious,new_parties_ethnic,new_parties_farleft,new_parties_national_scope,new_parties_state_scope,new_parties_regional_scope,new_parties_subnational_scope,new_parties_farright,new_parties_farming,voting_participation,total_parties,political_concentration
Haryana,Gurgaon and Faridabad,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.70805556,4,1428.5714
Haryana,Gurgaon and Faridabad,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0.60732663,5,1000
Haryana,Gurgaon and Faridabad,1984,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.61799806,3,476.19049
Haryana,Gurgaon and Faridabad,1989,5,0,1,1,1,0,0,0,0,0,2,2,0,1,1,0,0,0.62805092,7,555.55554
Haryana,Gurgaon and Faridabad,1991,4,1,2,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0.62675345,8,434.78262
Haryana,Gurgaon and Faridabad,1996,3,0,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0.60599315,9,243.90244
Haryana,Gurgaon and Faridabad,1998,4,0,1,1,0,0,0,0,0,2,2,0,0,4,4,0,0,0.65716892,10,666.66669
Haryana,Gurgaon and Faridabad,1999,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.56760442,5,833.33331
Haryana,Hisar,1951,6,0,0,1,0,1,0,1,1,0,1,4,0,1,1,1,0,0.50820762,6,1250
Haryana,Hisar,1957,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.55956829,3,2000
Haryana,Hisar,1962,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0.62804896,4,1666.6666
Haryana,Hisar,1967,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.70869368,4,1428.5714
Haryana,Hisar,1971,2,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0.62562221,5,1250
Haryana,Hisar,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.73931479,2,5000
Haryana,Hisar,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.65071315,4,666.66669
Haryana,Hisar,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6668095,4,588.23529
Haryana,Hisar,1989,3,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0.63872898,5,312.5
Haryana,Hisar,1991,2,1,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0.68197709,6,588.23529
Haryana,Hisar,1996,4,1,1,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0.72418523,8,285.71429
Haryana,Hisar,1998,6,0,1,1,1,0,0,0,0,1,2,2,1,3,5,0,1,0.71503663,9,714.28571
Haryana,Hisar,1999,2,0,0,1,0,0,0,1,0,0,1,0,1,1,2,0,0,0.6305328,4,1250
Haryana,Jhajjar,1957,2,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0.64078695,2,5000
Haryana,Jhajjar,1962,4,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0.71204996,5,1111.1111
Haryana,Jhajjar,1967,3,0,1,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0.73308688,6,1250
Haryana,Jhajjar,1971,3,1,0,1,0,1,0,2,0,0,1,1,0,2,2,0,0,0.67116874,4,2500
Haryana,Kaithal,1957,4,1,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0.63596272,4,2000
Haryana,Kaithal,1962,3,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0.69613814,5,1666.6666
Haryana,Kaithal,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76939023,3,2500
Haryana,Kaithal,1971,5,0,1,2,1,1,0,1,0,0,3,3,1,1,2,0,1,0.67748362,7,1111.1111
Haryana,Karnal,1951,6,1,0,0,0,1,0,2,1,0,0,3,1,1,2,1,0,1.1018075,6,714.28571
Haryana,Karnal,1962,3,1,0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,0.68731081,5,2000
Haryana,Karnal,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75514567,2,5000
Haryana,Karnal,1971,2,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0.64945686,5,1428.5714
Haryana,Karnal,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76005524,3,2000
Haryana,Karnal,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,1,0,0,0.65882814,7,416.66666
Haryana,Karnal,1984,2,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0.69225031,5,303.0303
Haryana,Karnal,1989,5,0,1,1,1,0,0,0,0,0,2,3,0,1,1,0,0,0.64042276,8,303.0303
Haryana,Karnal,1991,4,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0.6810829,8,454.54544
Haryana,Karnal,1996,5,0,2,1,0,0,0,0,0,1,3,1,1,3,4,0,0,0.72220552,10,454.54544
Haryana,Karnal,1998,4,0,2,1,0,0,0,0,0,0,3,2,0,2,2,0,0,0.70849532,8,714.28571
Haryana,Karnal,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68159914,5,714.28571
Haryana,Kurukshetra,1977,4,0,0,1,0,1,0,1,0,0,1,3,0,0,0,0,0,0.7904675,4,1250
Haryana,Kurukshetra,1980,4,1,0,1,0,0,0,3,0,0,1,3,1,0,1,0,0,0.66897768,5,666.66669
Haryana,Kurukshetra,1984,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.70983046,5,500
Haryana,Kurukshetra,1989,5,0,1,1,1,0,0,0,0,0,2,3,0,1,1,0,0,0.67247021,7,357.14285
Haryana,Kurukshetra,1991,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.70766163,6,714.28571
Haryana,Kurukshetra,1996,6,1,1,1,1,0,0,2,0,0,2,0,0,6,6,0,0,0.75329703,10,384.61539
Haryana,Kurukshetra,1998,5,0,2,0,1,0,0,1,0,1,2,2,1,2,4,0,0,0.71026647,8,909.09088
Haryana,Kurukshetra,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.68076974,3,1250
Haryana,Mahendragarh,1951,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.54151022,2,1428.5714
Haryana,Mahendragarh,1957,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0.52770162,4,2000
Haryana,Mahendragarh,1962,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.61002827,4,1111.1111
Haryana,Mahendragarh,1967,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.67648715,5,833.33331
Haryana,Mahendragarh,1971,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.66173315,4,1666.6666
Haryana,Mahendragarh,1977,3,0,0,2,0,0,0,0,0,0,2,1,1,1,3,0,0,0.72361708,5,1428.5714
Haryana,Mahendragarh,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0.64005506,5,1428.5714
Haryana,Mahendragarh,1984,2,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0.70917934,5,555.55554
Haryana,Mahendragarh,1989,4,0,0,1,1,0,0,0,0,0,1,2,0,1,2,0,0,0.61479515,7,555.55554
Haryana,Mahendragarh,1991,4,1,1,0,0,0,0,1,1,0,1,2,0,2,3,0,0,0.60814017,9,526.3158
Haryana,Mahendragarh,1996,6,0,3,0,1,0,0,0,1,0,3,3,0,3,3,0,1,0.6619243,11,400
Haryana,Mahendragarh,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655837,5,1111.1111
Haryana,Mahendragarh,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.60849142,7,1111.1111
Haryana,Rohtak,1951,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.69644004,3,2500
Haryana,Rohtak,1957,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.69452924,4,2000
Haryana,Rohtak,1962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.72980219,3,2500
Haryana,Rohtak,1967,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.75976229,4,1250
Haryana,Rohtak,1971,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.64036769,4,1250
Haryana,Rohtak,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.68967801,4,2000
Haryana,Rohtak,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.62446326,4,588.23529
Haryana,Rohtak,1984,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.60224116,4,526.3158
Haryana,Rohtak,1989,4,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0.68141073,6,416.66666
Haryana,Rohtak,1991,3,1,1,0,0,0,0,1,0,0,1,1,1,1,3,0,0,0.61409461,7,384.61539
Haryana,Rohtak,1996,5,0,1,0,0,0,0,1,0,1,1,0,1,3,4,0,0,0.6785714,11,294.11765
Haryana,Rohtak,1998,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.71100533,6,555.55554
Haryana,Rohtak,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.67552441,4,714.28571
Haryana,Sirsa,1967,4,0,2,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0.71941316,6,833.33331
Haryana,Sirsa,1971,2,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0.57821602,5,2000
Haryana,Sirsa,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69971639,3,2500
Haryana,Sirsa,1980,4,1,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0.61062896,5,833.33331
Haryana,Sirsa,1984,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.65709019,5,454.54544
Haryana,Sirsa,1989,4,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0.63600105,6,625
Haryana,Sirsa,1991,2,1,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0.69647712,7,666.66669
Haryana,Sirsa,1996,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.79006404,5,500
Haryana,Sirsa,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69132811,5,833.33331
Haryana,Sirsa,1999,2,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0.58255208,4,1666.6666
Haryana,Sonipat,1977,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0.7272315,3,2000
Haryana,Sonipat,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.67056572,5,909.09088
Haryana,Sonipat,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65080988,4,588.23529
Haryana,Sonipat,1989,4,0,1,1,1,0,0,0,0,0,2,2,0,1,1,0,0,0.65247965,6,416.66666
Haryana,Sonipat,1991,4,1,1,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0.63717759,8,909.09088
Haryana,Sonipat,1996,7,1,4,0,0,0,0,1,0,1,4,2,0,5,5,0,0,0.68555212,11,357.14285
Haryana,Sonipat,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0.66013288,7,588.23529
Haryana,Sonipat,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.62386549,5,1666.6666
Himachal Pradesh,Chamba,1951,3,0,1,0,0,1,0,1,0,0,1,3,0,0,0,1,0,0.26476762,3,3333.3333
Himachal Pradesh,Chamba,1957,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.31727907,4,1428.5714
Himachal Pradesh,Chamba,1962,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.29085368,3,3333.3333
Himachal Pradesh,Chamba,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.50110221,4,1666.6666
Himachal Pradesh,"Kangra, Hamirpur, and Una",1951,4,0,1,0,0,1,0,1,0,0,1,3,0,0,0,1,0,0.4692618,4,1010.2565
Himachal Pradesh,"Kangra, Hamirpur, and Una",1957,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1.029065,4,1159.5809
Himachal Pradesh,"Kangra, Hamirpur, and Una",1962,7,1,1,1,0,0,0,2,2,0,2,5,1,1,2,1,0,0.64122695,10,602.9566
Himachal Pradesh,"Kangra, Hamirpur, and Una",1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56381148,4,1101.2482
Himachal Pradesh,"Kangra, Hamirpur, and Una",1971,2,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0.54376268,7,692.1355
Himachal Pradesh,"Kangra, Hamirpur, and Una",1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.63955772,4,1000.5026
Himachal Pradesh,"Kangra, Hamirpur, and Una",1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.6398676,6,313.20837
Himachal Pradesh,"Kangra, Hamirpur, and Una",1984,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.67086214,6,322.63803
Himachal Pradesh,"Kangra, Hamirpur, and Una",1989,4,0,1,1,0,0,0,0,0,0,2,3,0,0,3,0,0,0.6958425,9,359.96967
Himachal Pradesh,"Kangra, Hamirpur, and Una",1991,4,0,1,0,1,1,0,1,0,0,2,3,0,1,4,0,1,0.57258672,12,218.44701
Himachal Pradesh,"Kangra, Hamirpur, and Una",1996,5,0,2,0,1,0,0,1,0,1,2,1,0,4,6,0,0,0.6122967,12,139.89351
Himachal Pradesh,"Kangra, Hamirpur, and Una",1998,4,1,1,1,0,0,0,1,0,0,2,1,0,3,5,0,0,0.71811604,11,417.62625
Himachal Pradesh,"Kangra, Hamirpur, and Una",1999,4,1,0,0,2,0,0,1,0,0,0,2,0,2,4,0,0,0.59698451,11,357.99542
Himachal Pradesh,Lakshadweep,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82019991,1,2000
Himachal Pradesh,Mandi,1951,6,1,2,0,0,1,0,2,0,0,2,5,0,0,0,1,0,0.50045228,6,1428.5714
Himachal Pradesh,Mandi,1957,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.50270098,3,3333.3333
Himachal Pradesh,Mandi,1962,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.39759848,4,2500
Himachal Pradesh,Mandi,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44751343,2,2500
Himachal Pradesh,Mandi,1971,2,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0.3652207,4,1666.6666
Himachal Pradesh,Mandi,1977,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.53869694,4,2000
Himachal Pradesh,Mandi,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.5572623,4,2000
Himachal Pradesh,Mandi,1984,2,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0.57509285,5,1250
Himachal Pradesh,Mandi,1989,3,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0.62253934,7,1428.5714
Himachal Pradesh,Mandi,1991,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.61299026,6,1000
Himachal Pradesh,Mandi,1996,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0.58280188,6,714.28571
Himachal Pradesh,Mandi,1998,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.5266242,5,2000
Himachal Pradesh,Mandi,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.54564703,4,2500
Himachal Pradesh,Shimla,1967,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0.53421974,3,3333.3333
Himachal Pradesh,Shimla,1971,3,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0.38270816,4,2000
Himachal Pradesh,Shimla,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.58723909,3,3333.3333
Himachal Pradesh,Shimla,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.51988351,4,2500
Himachal Pradesh,Shimla,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5480423,3,3333.3333
Himachal Pradesh,Shimla,1989,4,1,1,0,1,0,0,1,0,0,1,2,0,1,1,0,0,0.5924505,6,1666.6666
Himachal Pradesh,Shimla,1991,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.55218947,6,1428.5714
Himachal Pradesh,Shimla,1996,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0.53217471,6,1111.1111
Himachal Pradesh,Shimla,1998,2,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.69726604,5,2000
Himachal Pradesh,Shimla,1999,2,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0.53381413,6,1666.6666
Himachal Pradesh,Sirmaur,1962,2,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0.32577571,2,5000
Jammu & Kashmir,Anantnag,1967,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,
Jammu & Kashmir,Anantnag,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67245948,2,3333.3333
Jammu & Kashmir,Anantnag,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55826622,2,2000
Jammu & Kashmir,Anantnag,1980,2,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.60062373,3,2500
Jammu & Kashmir,Anantnag,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.70079374,3,2000
Jammu & Kashmir,Anantnag,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.050749835,2,1111.1111
Jammu & Kashmir,Anantnag,1996,4,2,0,0,0,0,0,2,0,0,0,1,1,1,2,0,0,0.50199562,6,625
Jammu & Kashmir,Anantnag,1998,3,1,0,0,1,0,0,2,0,0,0,1,2,0,3,0,0,0.28149289,8,769.23077
Jammu & Kashmir,Anantnag,1999,11,3,3,1,1,0,0,3,0,2,4,5,2,4,7,0,0,0.14317484,15,555.55554
Jammu & Kashmir,Baramulla,1967,2,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.51349211,2,5000
Jammu & Kashmir,Baramulla,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5062415,2,2500
Jammu & Kashmir,Baramulla,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.56969357,2,5000
Jammu & Kashmir,Baramulla,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.56017709,2,2500
Jammu & Kashmir,Baramulla,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6109243,2,3333.3333
Jammu & Kashmir,Baramulla,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.054755658,2,1666.6666
Jammu & Kashmir,Baramulla,1996,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.46648812,4,1000
Jammu & Kashmir,Baramulla,1998,6,1,0,0,1,0,0,1,0,1,0,1,3,2,6,0,1,0.41939536,9,344.82758
Jammu & Kashmir,Baramulla,1999,2,1,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0.27785382,6,1000
Jammu & Kashmir,Jammu,1967,4,0,0,1,0,1,0,1,0,1,1,2,1,1,2,1,0,0.67559201,4,2500
Jammu & Kashmir,Jammu,1971,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.60477543,5,1111.1111
Jammu & Kashmir,Jammu,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.59177345,3,1111.1111
Jammu & Kashmir,Jammu,1980,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0.59313989,3,1111.1111
Jammu & Kashmir,Jammu,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.70999032,3,625
Jammu & Kashmir,Jammu,1989,4,1,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0.5689441,6,476.19049
Jammu & Kashmir,Jammu,1996,2,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0.48181888,7,333.33334
Jammu & Kashmir,Jammu,1998,4,1,1,0,0,0,0,1,0,1,1,2,0,1,2,0,0,0.5471999,9,555.55554
Jammu & Kashmir,Jammu,1999,8,3,2,1,0,0,0,4,0,0,3,5,2,1,4,0,0,0.46772999,14,454.54544
Jammu & Kashmir,Leh,1967,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,
Jammu & Kashmir,Leh,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71259546,2,5000
Jammu & Kashmir,Leh,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70443237,2,5000
Jammu & Kashmir,Leh,1980,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.61830968,2,2500
Jammu & Kashmir,Leh,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.68285835,3,3333.3333
Jammu & Kashmir,Leh,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86362028,2,5000
Jammu & Kashmir,Leh,1996,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.80932558,3,3333.3333
Jammu & Kashmir,Leh,1998,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.73359489,4,2500
Jammu & Kashmir,Leh,1999,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.81875741,5,1428.5714
Jammu & Kashmir,Srinagar,1967,4,0,0,0,0,1,0,1,0,1,0,2,0,1,1,1,0,0.37248987,4,2500
Jammu & Kashmir,Srinagar,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58884394,3,1666.6666
Jammu & Kashmir,Srinagar,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.69117355,2,2000
Jammu & Kashmir,Srinagar,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
Jammu & Kashmir,Srinagar,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.73514551,2,2000
Jammu & Kashmir,Srinagar,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
Jammu & Kashmir,Srinagar,1996,3,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0.40942082,5,909.09088
Jammu & Kashmir,Srinagar,1998,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.30062717,5,1428.5714
Jammu & Kashmir,Srinagar,1999,4,2,1,0,0,0,0,2,0,0,1,1,1,2,4,0,0,0.11934817,8,1000
Jammu & Kashmir,Udhampur,1967,3,0,0,0,0,1,0,1,0,1,0,2,0,1,1,1,0,0.60601729,3,3333.3333
Jammu & Kashmir,Udhampur,1971,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51216358,4,1250
Jammu & Kashmir,Udhampur,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.47031268,3,1666.6666
Jammu & Kashmir,Udhampur,1980,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.58567137,3,1428.5714
Jammu & Kashmir,Udhampur,1984,4,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0.55103904,6,625
Jammu & Kashmir,Udhampur,1989,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.39449018,6,416.66666
Jammu & Kashmir,Udhampur,1996,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.5328657,7,250
Jammu & Kashmir,Udhampur,1998,6,1,1,0,1,0,0,1,1,1,1,3,1,2,4,0,1,0.51454133,11,666.66669
Jammu & Kashmir,Udhampur,1999,6,2,2,0,1,0,0,2,0,0,2,4,0,2,3,0,0,0.39648873,13,625
Karnataka,Bagalkot,1967,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0.66983807,3,3333.3333
Karnataka,Bagalkot,1971,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.61353904,2,5000
Karnataka,Bagalkot,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.58490914,2,5000
Karnataka,Bagalkot,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.62282974,4,2500
Karnataka,Bagalkot,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66912776,3,1666.6666
Karnataka,Bagalkot,1989,3,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.6936152,5,1111.1111
Karnataka,Bagalkot,1991,2,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0.64332038,6,625
Karnataka,Bagalkot,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.64089531,5,714.28571
Karnataka,Bagalkot,1998,2,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0.6712932,5,1666.6666
Karnataka,Bagalkot,1999,2,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.6949085,3,3333.3333
Karnataka,Bangalore,1951,4,0,2,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0.45399696,4,1428.5714
Karnataka,Bangalore,1957,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0.58854973,4,1460.3015
Karnataka,Bangalore,1962,3,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,0,0.68257833,6,1452.6909
Karnataka,Bangalore,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60833931,2,1112.5184
Karnataka,Bangalore,1971,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.55698889,5,556.77124
Karnataka,Bangalore,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.60169083,3,1428.5714
Karnataka,Bangalore,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.523727,5,1428.5714
Karnataka,Bangalore,1984,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.59682816,4,344.82758
Karnataka,Bangalore,1989,3,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0.58824652,5,555.55554
Karnataka,Bangalore,1991,3,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0.46241513,8,322.58066
Karnataka,Bangalore,1996,2,1,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0.54259497,7,212.76596
Karnataka,Bangalore,1998,2,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0.57784903,6,625
Karnataka,Bangalore,1999,3,1,1,0,0,0,0,2,0,0,1,2,0,1,1,0,0,0.5625838,5,1666.6666
Karnataka,Bangalore Rural,1967,3,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0.63379049,3,1666.6666
Karnataka,Bangalore Rural,1971,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.64765704,3,3333.3333
Karnataka,Bangalore Rural,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.62177044,3,2500
Karnataka,Bangalore Rural,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.61928868,5,1111.1111
