state,district,year,new_parties,new_parties_caste,new_parties_socialist,new_parties_communist,new_parties_secular,new_parties_nationalist,new_parties_economic,new_parties_liberal,new_parties_religious,new_parties_ethnic,new_parties_farleft,new_parties_national_scope,new_parties_state_scope,new_parties_regional_scope,new_parties_subnational_scope,new_parties_farright,new_parties_farming,voting_participation,total_parties,political_concentration
Andhra Pradesh,Adilabad,1951,2,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0.44700685,2,5000
Andhra Pradesh,Adilabad,1957,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.48282948,2,5000
Andhra Pradesh,Adilabad,1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5451206,2,2500
Andhra Pradesh,Adilabad,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.61105722,3,3333.3333
Andhra Pradesh,Adilabad,1971,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.58903503,2,5000
Andhra Pradesh,Adilabad,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.56644976,3,3333.3333
Andhra Pradesh,Adilabad,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.55721378,4,1666.6666
Andhra Pradesh,Adilabad,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.63523889,3,2500
Andhra Pradesh,Adilabad,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65344864,3,2000
Andhra Pradesh,Adilabad,1991,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.59177715,4,1111.1111
Andhra Pradesh,Adilabad,1996,5,2,2,0,0,0,0,2,0,1,2,0,1,4,5,0,0,0.64042997,9,625
Andhra Pradesh,Adilabad,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69785261,4,1428.5714
Andhra Pradesh,Adilabad,1999,2,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0.70342177,6,1428.5714
Andhra Pradesh,Anantapur,1951,4,0,1,0,1,1,0,1,0,0,1,2,0,1,1,0,0,0.61715287,4,1666.6924
Andhra Pradesh,Anantapur,1957,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0.45987764,4,1796.4146
Andhra Pradesh,Anantapur,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.64410931,4,1005.2456
Andhra Pradesh,Anantapur,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.69703192,5,1252.3571
Andhra Pradesh,Anantapur,1971,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.59873635,3,1114.6991
Andhra Pradesh,Anantapur,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.62655205,3,1666.6713
Andhra Pradesh,Anantapur,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.50096136,5,1007.5527
Andhra Pradesh,Anantapur,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.71754116,3,527.04187
Andhra Pradesh,Anantapur,1989,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.69187403,4,1666.6772
Andhra Pradesh,Anantapur,1991,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.62502396,5,555.65997
Andhra Pradesh,Anantapur,1996,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0.60991818,6,196.39491
Andhra Pradesh,Anantapur,1998,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.58225757,6,588.30273
Andhra Pradesh,Anantapur,1999,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0.68848896,5,909.19305
Andhra Pradesh,Chittoor,1951,6,1,1,0,1,1,0,2,0,0,1,4,0,1,3,1,0,1.0993124,6,1016.1732
Andhra Pradesh,Chittoor,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.59788746,2,5000
Andhra Pradesh,Chittoor,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72480702,3,1666.6666
Andhra Pradesh,Chittoor,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54875433,2,5000
Andhra Pradesh,Chittoor,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6526897,2,5000
Andhra Pradesh,Chittoor,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.47167867,4,1666.6666
Andhra Pradesh,Chittoor,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.71299082,2,5000
Andhra Pradesh,Chittoor,1989,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.71510744,4,1666.6666
Andhra Pradesh,Chittoor,1991,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.59906054,6,769.23077
Andhra Pradesh,Chittoor,1996,2,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0.62780666,6,588.23529
Andhra Pradesh,Chittoor,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63968885,4,2000
Andhra Pradesh,Chittoor,1999,3,0,0,1,0,0,0,1,0,0,1,1,0,2,2,0,0,0.68741113,6,1666.6666
Andhra Pradesh,Cuddapah,1951,4,0,1,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0.65200806,4,1428.5714
Andhra Pradesh,Cuddapah,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43324524,3,5000
Andhra Pradesh,Cuddapah,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.74810934,4,1681.7192
Andhra Pradesh,Cuddapah,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76443815,4,1430.6079
Andhra Pradesh,Cuddapah,1971,2,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0.62345183,5,909.09204
Andhra Pradesh,Cuddapah,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69699466,4,1253.4232
Andhra Pradesh,Cuddapah,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.6621365,5,642.55884
Andhra Pradesh,Cuddapah,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.72891933,3,460.99496
Andhra Pradesh,Cuddapah,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.72169304,4,1009.5733
Andhra Pradesh,Cuddapah,1991,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.68752778,4,226.34723
Andhra Pradesh,Cuddapah,1996,2,0,2,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0.66620457,6,188.34483
Andhra Pradesh,Cuddapah,1998,2,0,1,1,0,0,0,0,0,0,2,0,0,2,4,0,0,0.67786872,7,388.18494
Andhra Pradesh,Cuddapah,1999,4,2,0,0,0,0,0,3,0,0,0,3,0,1,4,0,0,0.71732974,9,477.14978
Andhra Pradesh,East Godavari,1951,8,1,2,2,1,1,0,2,0,0,4,6,0,1,2,0,0,1.2140181,8,854.4256
Andhra Pradesh,East Godavari,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82589447,4,1428.5714
Andhra Pradesh,East Godavari,1962,3,1,0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,0.73027951,6,1000.1469
Andhra Pradesh,East Godavari,1967,3,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0.77311677,6,836.45941
Andhra Pradesh,East Godavari,1971,4,2,0,0,0,1,0,3,0,0,0,2,0,2,2,1,0,0.68537694,7,667.51495
Andhra Pradesh,East Godavari,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69198799,3,771.54242
Andhra Pradesh,East Godavari,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.63142067,5,438.08951
Andhra Pradesh,East Godavari,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.76510787,3,669.19318
Andhra Pradesh,East Godavari,1989,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.77600098,5,716.64642
Andhra Pradesh,East Godavari,1991,3,1,1,1,0,0,0,1,0,0,2,2,0,1,1,0,0,0.64512491,7,287.2182
Andhra Pradesh,East Godavari,1996,3,0,1,1,0,0,0,0,0,0,2,1,0,2,4,0,0,0.70186859,9,176.27945
Andhra Pradesh,East Godavari,1998,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.74237263,7,437.15332
Andhra Pradesh,East Godavari,1999,3,0,0,2,0,0,0,1,0,0,2,1,0,2,6,0,0,0.75444508,8,529.8139
Andhra Pradesh,Guntur,1951,6,0,1,1,1,1,0,1,1,0,2,4,0,1,3,0,0,0.76001239,6,671.57025
Andhra Pradesh,Guntur,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58950561,2,2000.0872
Andhra Pradesh,Guntur,1962,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.75890261,5,1428.5714
Andhra Pradesh,Guntur,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73346525,4,1428.5737
Andhra Pradesh,Guntur,1971,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0.67332762,5,669.26764
Andhra Pradesh,Guntur,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69927728,4,558.66864
Andhra Pradesh,Guntur,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.64152241,5,357.6347
Andhra Pradesh,Guntur,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.70905471,3,286.6402
Andhra Pradesh,Guntur,1989,4,2,1,0,0,0,0,2,0,0,1,3,0,1,1,0,0,0.72551519,7,386.29623
Andhra Pradesh,Guntur,1991,2,0,1,0,1,0,0,1,0,0,1,1,0,1,2,0,0,0.62368631,8,139.50523
Andhra Pradesh,Guntur,1996,5,1,1,1,0,0,0,1,0,0,2,1,0,3,8,0,0,0.65721649,9,84.325836
Andhra Pradesh,Guntur,1998,3,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.65877044,9,295.4614
Andhra Pradesh,Guntur,1999,4,0,0,2,0,0,0,1,0,0,2,2,0,2,8,0,0,0.6955598,9,360.32962
Andhra Pradesh,Hyderabad,1951,4,0,1,1,0,1,0,1,0,0,2,2,1,0,1,0,0,0.42981645,4,1428.5714
Andhra Pradesh,Hyderabad,1957,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.43083468,3,2027.1405
Andhra Pradesh,Hyderabad,1962,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.55624074,5,911.88348
Andhra Pradesh,Hyderabad,1967,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.57687277,3,1112.9785
Andhra Pradesh,Hyderabad,1971,5,2,0,0,0,0,0,2,1,2,0,1,0,4,6,0,0,0.49433357,8,417.3251
Andhra Pradesh,Hyderabad,1977,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.59885091,5,833.52399
Andhra Pradesh,Hyderabad,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.63435793,6,436.1507
Andhra Pradesh,Hyderabad,1984,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0.7675612,4,295.4635
Andhra Pradesh,Hyderabad,1989,7,0,2,1,2,0,0,0,1,0,3,2,2,2,4,0,1,0.71300292,10,284.26276
Andhra Pradesh,Hyderabad,1991,4,2,1,0,0,0,0,2,0,0,1,1,1,2,3,0,0,0.77121156,12,171.7991
Andhra Pradesh,Hyderabad,1996,10,1,1,0,2,0,0,3,2,1,1,1,1,7,12,0,0,0.63366735,16,89.408401
Andhra Pradesh,Hyderabad,1998,5,1,3,1,0,0,0,1,0,0,4,2,0,3,7,0,0,0.73161924,12,272.85019
Andhra Pradesh,Hyderabad,1999,3,1,0,0,0,0,0,2,0,0,0,2,0,1,6,0,0,0.69146293,11,477.51657
Andhra Pradesh,Kanyakumari,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59775192,2,1890.6263
Andhra Pradesh,Kanyakumari,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.56123817,2,1683.1803
Andhra Pradesh,Kanyakumari,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61544639,2,1676.1285
Andhra Pradesh,Kanyakumari,1971,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.51765072,3,1469.6443
Andhra Pradesh,Kanyakumari,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.50349313,2,1126.1924
Andhra Pradesh,Kanyakumari,1980,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.58684337,3,1000.209
Andhra Pradesh,Kanyakumari,1984,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.65639555,3,1252.8165
Andhra Pradesh,Kanyakumari,1989,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.72840828,3,666.66705
Andhra Pradesh,Kanyakumari,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6693837,3,769.3609
Andhra Pradesh,Kanyakumari,1996,2,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0.64923233,5,400.07309
Andhra Pradesh,Kanyakumari,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66353458,3,1000
Andhra Pradesh,Kanyakumari,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69882041,3,769.23181
Andhra Pradesh,Karimnagar,1951,4,1,1,1,0,1,0,2,0,0,2,3,1,0,1,0,0,0.95334822,4,2000
Andhra Pradesh,Karimnagar,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97963381,3,1428.5714
Andhra Pradesh,Karimnagar,1962,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.56739175,3,1670.1552
Andhra Pradesh,Karimnagar,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55924523,3,2000
Andhra Pradesh,Karimnagar,1971,2,1,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0.47970936,4,2500
Andhra Pradesh,Karimnagar,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.57018322,4,2500
Andhra Pradesh,Karimnagar,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.50022358,4,1428.5714
Andhra Pradesh,Karimnagar,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59307826,2,833.33331
Andhra Pradesh,Karimnagar,1989,5,0,1,1,1,0,0,0,0,1,2,3,1,1,2,0,0,0.62257111,7,833.33331
Andhra Pradesh,Karimnagar,1991,3,1,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0.49601787,7,625
Andhra Pradesh,Karimnagar,1996,2,0,1,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0.56325257,6,454.54544
Andhra Pradesh,Karimnagar,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62843835,5,1666.6666
Andhra Pradesh,Karimnagar,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0.66761392,5,2000
Andhra Pradesh,Khammam,1951,4,0,1,1,0,1,0,1,0,0,2,2,1,0,1,0,0,0.53084034,4,1666.6666
Andhra Pradesh,Khammam,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63972259,3,2500
Andhra Pradesh,Khammam,1962,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.75254047,3,3333.3333
Andhra Pradesh,Khammam,1967,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0.78863925,5,1174.7394
Andhra Pradesh,Khammam,1971,3,0,0,0,0,1,0,1,0,2,0,1,0,2,2,0,0,0.70141768,7,912.76971
Andhra Pradesh,Khammam,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.70382178,5,1051.6625
Andhra Pradesh,Khammam,1980,3,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0.70010477,6,707.91211
Andhra Pradesh,Khammam,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75270087,4,1035.688
Andhra Pradesh,Khammam,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78382993,4,1140.9229
Andhra Pradesh,Khammam,1991,3,1,2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0.70184129,7,380.02835
Andhra Pradesh,Khammam,1996,2,0,1,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0.72639507,7,273.99084
Andhra Pradesh,Khammam,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7464602,6,680.48767
Andhra Pradesh,Khammam,1999,4,1,0,2,0,0,0,1,0,1,2,2,1,1,3,0,0,0.77182925,9,531.78668
Andhra Pradesh,Krishna,1951,8,1,2,1,1,1,0,2,1,0,3,6,0,1,3,0,0,0.77884102,8,548.66083
Andhra Pradesh,Krishna,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62008488,3,1004.3855
Andhra Pradesh,Krishna,1962,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.7898553,5,910.77924
Andhra Pradesh,Krishna,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.79658151,5,1000.1407
Andhra Pradesh,Krishna,1971,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.68972504,6,715.17017
Andhra Pradesh,Krishna,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.72532225,5,1111.1193
Andhra Pradesh,Krishna,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.69016182,5,912.00867
Andhra Pradesh,Krishna,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.74751657,3,590.47809
Andhra Pradesh,Krishna,1989,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.77059186,5,529.909
Andhra Pradesh,Krishna,1991,5,1,1,0,2,0,0,1,0,0,1,3,0,2,3,0,1,0.68128723,9,233.06641
Andhra Pradesh,Krishna,1996,2,0,1,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0.70860833,7,174.55342
Andhra Pradesh,Krishna,1998,3,0,1,1,0,0,0,0,0,0,2,0,0,2,3,0,0,0.70474911,8,389.65494
Andhra Pradesh,Krishna,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0.72561306,7,632.24677
Andhra Pradesh,Kurnool,1951,5,0,2,0,1,1,0,1,0,0,2,3,0,1,1,0,0,0.64394897,5,1013.2615
Andhra Pradesh,Kurnool,1957,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.29996362,3,1434.0042
Andhra Pradesh,Kurnool,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.64193928,3,1436.8567
Andhra Pradesh,Kurnool,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.76352751,4,1441.2983
Andhra Pradesh,Kurnool,1971,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.59047019,4,910.97577
Andhra Pradesh,Kurnool,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.73474103,3,1462.0767
Andhra Pradesh,Kurnool,1980,4,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0.55039883,5,727.8526
Andhra Pradesh,Kurnool,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.70472229,3,910.58435
Andhra Pradesh,Kurnool,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.71034646,4,1113.5104
Andhra Pradesh,Kurnool,1991,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.65059119,5,400.56006
Andhra Pradesh,Kurnool,1996,3,0,1,0,0,0,0,0,1,0,1,1,0,2,4,0,0,0.65965009,7,181.89958
Andhra Pradesh,Kurnool,1998,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6739586,5,455.1871
Andhra Pradesh,Kurnool,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.67097485,5,769.40216
Andhra Pradesh,Mahbubnagar,1951,3,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0.45491543,3,2500
Andhra Pradesh,Mahbubnagar,1957,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.84104812,3,2000
Andhra Pradesh,Mahbubnagar,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.60016537,3,1275.1379
Andhra Pradesh,Mahbubnagar,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.58896995,4,1252.8728
Andhra Pradesh,Mahbubnagar,1971,2,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0.52588677,4,1250.0009
Andhra Pradesh,Mahbubnagar,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.57298213,3,2000.4222
Andhra Pradesh,Mahbubnagar,1980,5,1,1,0,0,1,0,4,0,0,1,5,0,0,0,0,0,0.5270915,6,909.10791
Andhra Pradesh,Mahbubnagar,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.66700947,4,1111.1439
Andhra Pradesh,Mahbubnagar,1989,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.70518893,7,833.6524
Andhra Pradesh,Mahbubnagar,1991,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.59962881,6,370.38562
Andhra Pradesh,Mahbubnagar,1996,4,0,1,0,0,0,0,0,1,1,1,0,0,4,6,0,0,0.65404356,9,250.09949
Andhra Pradesh,Mahbubnagar,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.66074985,7,909.2724
Andhra Pradesh,Mahbubnagar,1999,3,0,0,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0.69523877,7,769.34418
Andhra Pradesh,Medak,1951,3,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0.54849803,3,3333.3333
Andhra Pradesh,Medak,1957,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0.56810999,5,1699.9967
Andhra Pradesh,Medak,1962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4880465,3,3333.3333
Andhra Pradesh,Medak,1967,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0.6592778,6,834.95239
Andhra Pradesh,Medak,1971,2,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0.5245806,5,1666.6689
Andhra Pradesh,Medak,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.61340034,3,1250.0286
Andhra Pradesh,Medak,1980,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0.63214791,4,782.04205
Andhra Pradesh,Medak,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.67631245,3,714.29236
Andhra Pradesh,Medak,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.69691944,4,714.375
Andhra Pradesh,Medak,1991,3,1,2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0.60253388,6,416.66675
Andhra Pradesh,Medak,1996,3,0,2,0,0,0,0,0,0,0,2,1,0,2,3,0,0,0.641222,7,314.64175
Andhra Pradesh,Medak,1998,4,1,2,1,0,0,0,1,0,0,3,2,1,1,2,0,0,0.65784663,10,595.58051
Andhra Pradesh,Medak,1999,3,0,0,2,0,0,0,1,0,0,2,1,0,2,2,0,0,0.71194708,7,844.13269
Andhra Pradesh,Nalgonda,1951,3,1,0,1,0,1,0,2,0,0,1,2,1,0,1,0,0,1.1062763,3,2000
Andhra Pradesh,Nalgonda,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0806597,3,2000
Andhra Pradesh,Nalgonda,1962,2,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.65806317,3,2000.226
Andhra Pradesh,Nalgonda,1967,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0.73632455,4,1116.5403
Andhra Pradesh,Nalgonda,1971,3,0,0,1,0,0,0,0,0,2,1,1,0,2,3,0,0,0.63529295,6,909.70422
Andhra Pradesh,Nalgonda,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.67581695,5,1433.3043
Andhra Pradesh,Nalgonda,1980,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0.66308832,5,834.71606
Andhra Pradesh,Nalgonda,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.72674942,5,668.12268
Andhra Pradesh,Nalgonda,1989,2,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0.74802041,6,833.94623
Andhra Pradesh,Nalgonda,1991,3,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.6673826,8,417.04358
Andhra Pradesh,Nalgonda,1996,3,0,1,0,0,0,0,0,1,0,1,0,0,3,6,0,0,0.66771936,9,19.802149
Andhra Pradesh,Nalgonda,1998,3,0,0,1,1,0,0,0,0,1,1,0,1,2,3,0,1,0.70847648,9,454.78271
Andhra Pradesh,Nalgonda,1999,4,0,1,2,0,0,0,0,0,0,3,3,0,1,2,0,0,0.77251166,9,666.97668
Andhra Pradesh,Nellore,1951,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.59535575,2,2500
Andhra Pradesh,Nellore,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70701385,3,2500
Andhra Pradesh,Nellore,1962,3,1,0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,0.71590954,5,1429.2562
Andhra Pradesh,Nellore,1967,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.73700821,4,1250.2267
Andhra Pradesh,Nellore,1971,3,1,0,0,0,1,0,2,0,0,0,2,0,1,1,1,0,0.61036521,6,715.43884
Andhra Pradesh,Nellore,1977,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.56216043,3,3333.3333
Andhra Pradesh,Nellore,1980,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0.51963741,4,2000
Andhra Pradesh,Nellore,1984,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.65183109,3,2000
Andhra Pradesh,Nellore,1989,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.69821948,4,1111.1111
Andhra Pradesh,Nellore,1991,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.56730479,6,769.23077
Andhra Pradesh,Nellore,1996,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.59250301,5,555.55554
Andhra Pradesh,Nellore,1998,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.64555979,6,1250
Andhra Pradesh,Nellore,1999,3,0,0,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0.67507964,6,1666.6666
Andhra Pradesh,Nizamabad,1951,2,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0.47934723,2,5000
Andhra Pradesh,Nizamabad,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45702183,2,5000
